GARE_IDE_GAR;GARE_IDE_GAR_ORI;GARE_IDE_GAR_DES;COMMUNE;commune;LATITUDE;LONGITUDE;ZONE_GARE_ORI;ZONE_GARE_DES;ZONE_GARE
271486;271486;271486;93078;Villepinte;48.9736522285; 2.51419793524;4;4;4
276055;276055;276055;95219;Ermont;48.9806576563; 2.27103879067;4;4;4
276063;276063;276063;95219;Ermont;48.9853847601; 2.25675064268;4;4;4
276071;276071;276071;95252;Franconville;48.9932769106; 2.23584452688;4;4;4
276238;276238;276238;95280;Goussainville;49.0324547903; 2.47658413334;5;5;5
276287;276287;276287;60482;Orry-la-Ville;49.1257586117; 2.5076550049;100;100;100
276436;276436;276436;95199;Domont;49.0326887538; 2.33747334398;4;4;4
276451;276451;276451;95116;Bruyères-sur-Oise;49.1551082977; 2.32580235002;100;100;100
276493;276493;276493;95430;Montsoult;49.0658729794; 2.32195203517;5;5;5
276501;276501;276501;95504;Presles;49.1134158059; 2.2877319038;5;5;5
276600;276600;276600;95563;Saint-Leu-la-Forêt;49.0158381117; 2.24256299137;4;4;4
276758;276758;276758;95452;Nointel;49.1336388945; 2.28090693668;5;5;5
332957;332957;332957;91511;Pussay;48.3483125853; 1.9968179759;5;5;5
381038;381038;381038;75116;Paris;48.8718288723; 2.27631406885;1;1;1
381095;381095;381095;92025;Colombes;48.9315212251; 2.26073536363;3;3;3
381129;381129;381129;92044;Clichy;48.8969214742; 2.29837992753;2;2;2
381145;381145;381145;95476;Osny;49.0628244058; 2.0576383659;5;5;5
381186;381186;381186;95584;Santeuil;49.123427593; 1.94935897017;5;5;5
381194;381194;381194;95142;Chars;49.1630112869; 1.93670257742;5;5;5
381202;381202;381202;60356;Lavilletertre;49.2024720685; 1.92046264154;100;100;100
381210;381210;381210;60361;Liancourt-Saint-Pierre;49.2203975952; 1.90546252518;100;100;100
381418;381418;381418;95218;Eragny;49.0181200699; 2.0909986273;5;5;5
381558;381558;381558;78327;Juziers;48.9923354006; 1.84569581402;5;5;5
381582;381582;381582;78335;Limay;48.9841604689; 1.74712329464;5;5;5
381616;381616;381616;78385;Ménerville;48.966463674; 1.60119354803;5;5;5
381657;381657;381657;78005;Achères;48.9700946335; 2.07739969014;5;5;5
381871;381871;381871;95257;La Frette-sur-Seine;48.9801682958; 2.18016741599;4;4;4
382218;382218;382218;92062;Courbevoie;48.8934895769; 2.23827508094;3;3;3
382374;382374;382374;92073;Suresnes;48.8717069629; 2.22110944905;3;3;3
382432;382432;382432;78126;La Celle-Saint-Cloud;48.8425404524; 2.1379646985;4;4;4
382457;382457;382457;78350;Louveciennes;48.8610558392; 2.12308717495;4;4;4
382481;382481;382481;78224;L'Etang-la-Ville;48.8678965333; 2.05095165696;5;5;5
382812;382812;382812;78367;Mareil-Marly;48.8814243962; 2.07932950165;4;4;4
382887;382887;382887;78686;Viroflay;48.8056300572; 2.16835422409;3;3;3
386409;386409;386409;78311;Houilles;48.9208344027; 2.18450665388;4;4;4
386664;386664;386664;78642;Verneuil-sur-Seine;48.9923583678; 1.95517622117;5;5;5
391565;391565;391565;92023;Clamart;48.8138845157; 2.27304791512;2;2;2
393108;393108;393108;92048;Meudon;48.8149324174; 2.24095618611;3;3;3
393157;393157;393157;78646;Versailles;48.8000745093; 2.12808696641;4;4;4
393215;393215;393215;78686;Viroflay;48.8009065351; 2.17125395986;3;3;3
393256;393256;393256;78644;La Verrière;48.7555931459; 1.943839859;5;5;5
393280;393280;393280;78220;Les Essarts-le-Roi;48.721360918; 1.88928386117;5;5;5
393322;393322;393322;75115;Paris;48.838743022; 2.27059360886;1;1;1
393447;393447;393447;78465;Orgerus;48.8272442915; 1.70387667474;5;5;5
393470;393470;393470;28235;Marchezais;48.7684451651; 1.51341158058;100;100;100
393488;393488;393488;28134;Dreux;48.7312168411; 1.37063305623;100;100;100
393504;393504;393504;78343;Les Loges-en-Josas;48.7704181964; 2.14650866618;4;4;4
393546;393546;393546;91064;Bièvres;48.7512563717; 2.21558821686;4;4;4
393835;393835;393835;78621;Trappes;48.7750462311; 2.00670966763;5;5;5
394155;394155;394155;28201;Jouy;48.5111319853; 1.55859105877;100;100;100
415604;415604;415604;27681;Vernon;49.0912857364; 1.47836264478;100;100;100
415893;415893;415893;78089;Bonnières-sur-Seine;49.0386031492; 1.58150822592;5;5;5
430884;430884;430884;77240;Jouy-sur-Morin;48.7906825339; 3.27406177755;5;5;5
543090;543090;543090;91016;Angerville;48.3113344052; 2.00368952585;5;5;5
543207;543207;543207;75116;Paris;48.8530831497; 2.28031289395;1;1;1
545129;545129;545129;91294;Guillerval;48.3743438864; 2.05975019095;5;5;5
545186;545186;545186;91376;Marolles-en-Hurepoix;48.5656724691; 2.29085245139;5;5;5
545194;545194;545194;91103;Brétigny-sur-Orge;48.6066856038; 2.3023104096;5;5;5
545467;545467;545467;91021;Arpajon;48.5861831007; 2.24091796258;5;5;5
545483;545483;545483;91105;Breuillet;48.577116663; 2.19179929447;5;5;5
545517;545517;545517;91593;Sermaise;48.5355139146; 2.06881558987;5;5;5
545756;545756;545756;28088;Châteaudun;48.0734020797; 1.33842596776;100;100;100
546226;546226;546226;94054;Orly;48.7453864158; 2.41731902384;4;4;4
681247;681247;681247;94046;Maisons-Alfort;48.7889407184; 2.43215833774;3;3;3
681304;681304;681304;91657;Vigneux-sur-Seine;48.708293361; 2.41443702418;4;4;4
681361;681361;681361;91228;Evry;48.6345552996; 2.45200315248;5;5;5
681379;681379;681379;91286;Grigny;48.6535538719; 2.39606757755;5;5;5
681486;681486;681486;91359;Maisse;48.3935999978; 2.39342651735;5;5;5
681619;681619;681619;91659;Villabé;48.5928271304; 2.46153266588;5;5;5
681627;681627;681627;91179;Le Coudray-Montceaux;48.5732459737; 2.47962426418;5;5;5
681858;681858;681858;94078;Villeneuve-Saint-Georges;48.7652024341; 2.433338632;3;3;3
682401;682401;682401;77255;Livry-sur-Seine;48.5101258788; 2.67921963213;5;5;5
682500;682500;682500;77152;Dammarie-les-Lys;48.5149781204; 2.59909325048;5;5;5
683102;683102;683102;89460;Villeneuve-la-Guyard;48.3429016065; 3.07178315297;100;100;100
683201;683201;683201;89160;Etigny;48.1380851657; 3.28981843096;100;100;100
683227;683227;683227;89348;Saint-Julien-du-Sault;48.0269531835; 3.30273208645;100;100;100
758052;758052;758052;92063;Rueil-Malmaison;48.8873126905; 2.17119529456;3;3;3
758128;758128;758128;94033;Fontenay-sous-Bois;48.843430303; 2.46433886226;3;3;3
758185;758185;758185;94068;Saint-Maur-des-Fossés;48.7949783026; 2.51314013385;3;3;3
758201;758201;758201;94004;Boissy-Saint-Léger;48.7530423598; 2.50534535329;4;4;4
758342;758342;758342;93051;Champs-sur-Marne;48.8425892215; 2.57822488113;4;4;4
758375;758375;758375;77468;Torcy;48.8393450116; 2.65474342419;5;5;5
758631;758631;758631;75114;Paris;48.8342947596; 2.33250330562;1;1;1
758656;758656;758656;94037;Gentilly;48.8151690461; 2.34101082385;2;2;2
70902;70902;70902;91479;Orly;48.7280530531; 2.36789206811;3;3;3
113209;113209;113209;93055;Pantin;48.8977738494; 2.40040674765;2;2;2
113712;113712;113712;94033;Fontenay-sous-Bois;48.8574201112; 2.49041522851;3;3;3
113845;113845;113845;93077;Bondy;48.892289456; 2.49832798223;3;3;3
113878;113878;113878;93077;Villemomble;48.8968173808; 2.50598887899;4;4;4
116137;116137;116137;77260;Longueville;48.5135111491; 3.24968452995;5;5;5
116269;116269;116269;77219;Guérard;48.8103668281; 2.95485878112;5;5;5
116301;116301;116301;77131;Coulommiers;48.8077692012; 3.08204722637;5;5;5
116319;116319;116319;77464;Thorigny-sur-Marne;48.8820106403; 2.70410248006;5;5;5
116558;116558;116558;77397;Saâcy-sur-Marne;48.9739654548; 3.21952329256;5;5;5
116632;116632;116632;77257;Lizy-sur-Ourcq;49.0215418405; 3.03159105379;5;5;5
116640;116640;116640;77148;Crouy-sur-Ourcq;49.0915297302; 3.06292161569;5;5;5
164780;164780;164780;93066;Saint-Denis;48.9175433405; 2.35095898431;2;2;2
271015;271015;271015;93066;Saint-Denis;48.9347897043; 2.34599834644;3;3;3
271148;271148;271148;93031;Epinay-sur-Seine;48.9541604559; 2.30247161058;3;3;3
271163;271163;271163;93059;Pierrefitte-sur-Seine;48.9641176453; 2.37218092579;4;4;4
271395;271395;271395;93013;Le Bourget;48.9308838397; 2.42577594169;3;3;3
271452;271452;271452;93078;Villepinte;48.9630240237; 2.51218261685;4;4;4
276089;276089;276089;95051;Beauchamp;49.0075447708; 2.19773281432;4;4;4
276105;276105;276105;95572;Saint-Ouen-l'Aumône;49.0454779554; 2.10653399744;5;5;5
276113;276113;276113;60141;Chantilly;49.1869791522; 2.45956612376;100;100;100
276162;276162;276162;95039;Auvers-sur-Oise;49.069147417; 2.1421368153;5;5;5
276196;276196;276196;95268;Garges-les-Gonesse;48.976925667; 2.39068772914;4;4;4
276261;276261;276261;95250;Fosses;49.0995751583; 2.52546755625;5;5;5
276386;276386;276386;95539;Saint-Brice-sous-Foret;48.9952928969; 2.36844640671;4;4;4
276402;276402;276402;60584;Saint-Leu-d'Esserent;49.2141661856; 2.41815751212;100;100;100
276519;276519;276519;95134;Champagne-sur-Oise;49.1358514708; 2.24182227993;5;5;5
276584;276584;276584;95219;Ermont;48.9898013025; 2.26322997895;4;4;4
276592;276592;276592;95219;Ermont;48.9971223075; 2.25865802489;4;4;4
332940;332940;332940;91414;Monnerville;48.3465786191; 2.04414375257;5;5;5
337980;337980;337980;95572;Saint-Ouen-l'Aumône;49.0342846592; 2.12789079156;4;4;4
381228;381228;381228;60143;Chaumont-en-Vexin;49.2614118567; 1.8717330089;100;100;100
381236;381236;381236;60644;Trie-Château;49.2825388857; 1.81811969251;100;100;100
381624;381624;381624;78107;Bréval;48.9431263219; 1.54133018167;5;5;5
381798;381798;381798;95018;Argenteuil;48.9503798452; 2.23111195402;4;4;4
381822;381822;381822;78401;Meulan;49.006724462; 1.91930866297;5;5;5
381830;381830;381830;78299;Hardricourt;49.005736642; 1.90188702143;5;5;5
381848;381848;381848;95018;Argenteuil;48.94700319; 2.25717871305;5;5;5
381863;381863;381863;95176;Cormeilles-en-Parisis;48.9686551718; 2.19337424669;4;4;4
381889;381889;381889;95306;Herblay;48.9903516533; 2.16198853167;4;4;4
381897;381897;381897;78172;Conflans-Sainte-Honorine;48.997043425; 2.09803681774;5;5;5
382002;382002;382002;92026;Courbevoie;48.9055805862; 2.26857173893;3;3;3
382200;382200;382200;92026;Courbevoie;48.8982514361; 2.24797129852;3;3;3
382259;382259;382259;92033;Garches;48.8383162045; 2.1868735901;3;3;3
382333;382333;382333;92022;Chaville;48.812136312; 2.18783398094;3;3;3
382341;382341;382341;92072;Sèvres;48.8274217325; 2.20055846234;3;3;3
382440;382440;382440;78126;La Celle-Saint-Cloud;48.8542235026; 2.13224046835;4;4;4
382465;382465;382465;78372;Marly-le-Roi;48.8713498332; 2.09662765703;4;4;4
382499;382499;382499;95127;Cergy;49.0497023367; 2.03445484969;5;5;5
382655;382655;382655;95127;Cergy;49.0485388268; 2.01227395158;5;5;5
382804;382804;382804;78551;Saint-Germain-en-Laye;48.9031868487; 2.07312748284;4;4;4
383281;383281;383281;91377;Massy;48.7347809541; 2.27314560366;4;4;4
384008;384008;384008;75109;Paris;48.875357836; 2.32473327749;1;1;1
386318;386318;386318;92050;Nanterre;48.9015475909; 2.21516720292;3;3;3
386425;386425;386425;78358;Maisons-Laffitte;48.9459130297; 2.14464783894;4;4;4
386649;386649;386649;78672;Villennes-sur-Seine;48.9395062922; 1.99947999933;5;5;5
386730;386730;386730;78029;Aubergenville;48.9719470473; 1.84846949108;5;5;5
393066;393066;393066;75115;Paris;48.8461610853; 2.27686168157;1;1;1
393082;393082;393082;92048;Meudon;48.8079219482; 2.24094197508;3;3;3
393272;393272;393272;78168;Coignières;48.7436769393; 1.92077150693;5;5;5
393306;393306;393306;92040;Issy-les-Moulineaux;48.8293825611; 2.26320018157;2;2;2
393348;393348;393348;78269;Gazeran;48.6259584399; 1.77076179071;5;5;5
393363;393363;393363;78062;Beynes;48.8593481468; 1.87584668455;5;5;5
393462;393462;393462;78310;Houdan;48.7960015891; 1.60224956795;5;5;5
393538;393538;393538;78322;Jouy-en-Josas;48.7591305371; 2.19203757667;4;4;4
393561;393561;393561;91312;Igny;48.7400090233; 2.23114741428;4;4;4
393629;393629;393629;78490;Plaisir;48.8306864145; 1.96004233912;5;5;5
393876;393876;393876;78455;Noisy-le-Roi;48.8415623011; 2.06203082551;5;5;5
393892;393892;393892;78389;Méré;48.8026374764; 1.81546288723;5;5;5
415885;415885;415885;78531;Rosny-sur-Seine;48.9971698871; 1.63062589505;5;5;5
430819;430819;430819;77182;La Ferté-Gaucher;48.7823112378; 3.30694912567;5;5;5
430900;430900;430900;77240;Jouy-sur-Morin;48.7982788645; 3.26705580779;5;5;5
545111;545111;545111;91414;Monnerville;48.3483286088; 2.03223751007;5;5;5
545137;545137;545137;91223;Etampes;48.4367952365; 2.15947993947;5;5;5
545178;545178;545178;91330;Lardy;48.5332110052; 2.29027219707;5;5;5
545202;545202;545202;91570;Saint-Michel-sur-Orge;48.6353259804; 2.30660399448;5;5;5
545228;545228;545228;91216;Epinay-sur-Orge;48.6694066029; 2.33192121737;4;4;4
545236;545236;545236;91589;Savigny-sur-Orge;48.6760035539; 2.35181832836;4;4;4
545269;545269;545269;94001;Ablon-sur-Seine;48.7253771442; 2.41924456072;4;4;4
545293;545293;545293;94081;Vitry-sur-Seine;48.800528137; 2.40241090458;3;3;3
545525;545525;545525;91200;Dourdan;48.5336120759; 2.00970050084;5;5;5
546317;546317;546317;92002;Antony;48.7480982614; 2.31238192134;4;4;4
547026;547026;547026;75113;Paris;48.8441510423; 2.36470621178;1;1;1
681346;681346;681346;91521;Ris-Orangis;48.6362887654; 2.40777964556;5;5;5
681387;681387;681387;91228;Evry;48.6257123657; 2.42872870052;5;5;5
681478;681478;681478;91099;Boutigny-sur-Essonne;48.4348816689; 2.37658302485;5;5;5
681809;681809;681809;94078;Villeneuve-Saint-Georges;48.745666991; 2.43835838754;4;4;4
681825;681825;681825;94078;Villeneuve-Saint-Georges;48.7299751663; 2.44656156169;4;4;4
682138;682138;682138;91097;Boussy-Saint-Antoine;48.6809756297; 2.53296680371;5;5;5
682161;682161;682161;77067;Cesson;48.565664426; 2.59376744623;5;5;5
682278;682278;682278;77491;Veneux-les-Sablons;48.3784037648; 2.79952521791;5;5;5
682294;682294;682294;77419;Saint-Mammès;48.3821776716; 2.8158628021;5;5;5
682518;682518;682518;77040;Boissise-le-Roi;48.5296683347; 2.57299051053;5;5;5
683003;683003;683003;89387;Sens;48.198038068; 3.26732685561;100;100;100
683219;683219;683219;89464;Villeneuve-sur-Yonne;48.0849399517; 3.28625332401;100;100;100
683268;683268;683268;89257;Migennes;47.9608533915; 3.51294069569;100;100;100
684100;684100;684100;77312;Montigny-sur-Loing;48.3376736682; 2.7385490063;5;5;5
684407;684407;684407;91069;Boigneville;48.342350244; 2.3789411123;5;5;5
686030;686030;686030;75112;Paris;48.8458651759; 2.37392601967;1;1;1
730069;730069;730069;77449;Serris;48.856066847; 2.77507058255;5;5;5
113217;113217;113217;93053;Noisy-le-Sec;48.896702921; 2.45993049229;3;3;3
113514;113514;113514;93032;Gagny;48.8832783553; 2.52678071322;4;4;4
113522;113522;113522;93032;Gagny;48.8772579359; 2.55260641607;4;4;4
113886;113886;113886;93046;Livry-Gargan;48.922288819; 2.51685904559;4;4;4
115873;115873;115873;77368;Poigny;48.5453574035; 3.28705609292;5;5;5
116038;116038;116038;77390;Roissy-en-Brie;48.7954076773; 2.64984936854;5;5;5
116103;116103;116103;77284;Meaux;48.9574880158; 2.87398151191;5;5;5
116111;116111;116111;77108;Chelles;48.8743421869; 2.58250078541;4;4;4
116285;116285;116285;77320;Mouroux;48.813550996; 3.04331621776;5;5;5
116293;116293;116293;77479;Vaires-sur-Marne;48.8752353152; 2.63968946902;5;5;5
116350;116350;116350;77436;Saint-Siméon;48.8112873771; 3.17476072409;5;5;5
116368;116368;116368;77436;Saint-Siméon;48.7996831102; 3.20860208784;5;5;5
116582;116582;116582;2168;Château-Thierry;49.0379095539; 3.409410548;100;100;100
116616;116616;116616;77231;Isles-les-Meldeuses;48.9981165045; 3.00749816426;5;5;5
116731;116731;116731;77413;Saint-Germain-sur-Morin;48.8826500019; 2.85406030652;5;5;5
164798;164798;164798;93066;Saint-Denis;48.9182603833; 2.36264549454;2;2;2
